paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,deprel,sentimentval,category
34,favoritlåt,NN.UTR.SIN.IND.NOM,|favoritlåt|,|,|,|favorit..nn.1+låt..nn.2:3.545e-10|favorit..nn.1+låt..nn.1:3.545e-10|favo..nn.1+rit..nn.1+låt..nn.1:1.050e-19|favo..nn.1+rit..nn.1+låt..nn.2:1.050e-19|favo..nn.1+rita..vb.1+låt..nn.2:1.051e-28|favo..nn.1+rita..vb.1+låt..nn.1:1.051e-28|,|favorit+låt|favo+rit+låt|,,OO,1,egna meningar
34,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,OA,1,egna meningar
34,gitarr,NN.UTR.SIN.IND.NOM,|gitarr|,|gitarr..nn.1|,|gitarr..1:-1.000|,|,|,,PA,1,egna meningar
34,.,MAD,|,|,|,|,|,,IP,1,egna meningar
35,Den,DT.UTR.SIN.DEF,|en|den|,|en..al.1|den..pn.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|,|,|,,DT,1,egna meningar
35,nya,JJ.POS.UTR+NEU.SIN.DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,neutral,AT,1,egna meningar
35,restaurangen,NN.UTR.SIN.DEF.NOM,|restaurang|,|restaurang..nn.1|,|restaurang..1:-1.000|,|resa..vb.1+tau..nn.1+rang..nn.1:5.659e-22|resa..vb.2+tau..nn.1+rang..nn.1:5.659e-22|resa..vb.2+tau..nn.1+rana..nn.1+gen..nn.1:5.993e-28|resa..vb.1+tau..nn.1+rana..nn.1+gen..nn.1:5.993e-28|,|res+tau+rangen|res+tau+ran+gen|,neutral,SS,1,egna meningar
35,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,ET,1,egna meningar
35,stan,NN.UTR.SIN.DEF.NOM,|stad|,|stad..nn.1|,|stad..1:-1.000|,|,|,neutral,PA,1,egna meningar
35,överträffade,VB.PRT.AKT,|överträffa|,|överträffa..vb.1|,|överträffa..1:-1.000|,|över..ab.1+träffa..vb.1:6.081e-10|över..av.1+träffa..vb.1:1.820e-20|öva..vb.1+era..nn.1+träffa..vb.1:4.287e-33|,|över+träffade|öv+er+träffade|,,ROOT,1,egna meningar
35,alla,DT.UTR+NEU.PLU.IND+DEF,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,DT,1,egna meningar
35,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,1,egna meningar
35,förväntningar,NN.UTR.PLU.IND.NOM,|förväntning|,|förväntning..nn.1|,|förväntning..1:-1.000|,|,|,positive,OO,1,egna meningar
35,.,MAD,|,|,|,|,|,,IP,1,egna meningar
36,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,SS,1,egna meningar
36,hitta,VB.INF.AKT,|hitta|,|hitta..vb.1|,|hitta..1:-1.000|,|hit..ab.1+ta..vb.1:8.468e-09|hit..nn.1+ta..vb.1:5.819e-12|,|hit+ta|,neutral,IF,1,egna meningar
36,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,1,egna meningar
36,bortglömd,JJ.POS.UTR.SIN.IND.NOM,|bortglömd|,|bortglömd..av.1|,|bortglömd..1:-1.000|,|bort..ab.1+glömd..av.1:2.337e-11|,|bort+glömd|,,AT,1,egna meningar
36,tjuga,NN.UTR.SIN.IND.NOM,|tjuga|,|tjuga..nn.1|,|tjuga..2:0.935|tjuga..1:0.065|,|,|,,OO,1,egna meningar
36,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,+A,1,egna meningar
36,jackfickan,NN.UTR.SIN.DEF.NOM,|jackficka|,|jackficka..nn.1|,|jackficka..1:-1.000|,|jacka..nn.1+ficka..nn.1:5.662e-12|jack..nn.1+ficka..nn.1:5.662e-12|jack..nn.2+ficka..nn.1:5.662e-12|,|jack+fickan|,,HD,1,egna meningar
36,gjorde,VB.PRT.AKT,|göra|,|göra..vb.1|,|göra..1:0.435|göra..3:0.434|göra..2:0.131|,|,|,neutral,ROOT,1,egna meningar
36,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,1,egna meningar
36,dag,NN.UTR.SIN.IND.NOM,|dag|,|dag..nn.1|,|dag..1:0.885|dag..2:0.115|,|,|,neutral,OO,1,egna meningar
36,.,MAD,|,|,|,|,|,,IP,1,egna meningar
37,Vårt,PS.NEU.SIN.DEF,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,DT,1,egna meningar
37,teamprojekt,NN.NEU.SIN.IND.NOM,|teamprojekt|,|,|,|team..nn.1+projekt..nn.1:1.737e-10|te..nn.1+amma..nn.1+projekt..nn.1:1.468e-16|,|team+projekt|te+am+projekt|,,SS,1,egna meningar
37,fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.944|få..3:0.056|,|,|,positive,ROOT,1,egna meningar
37,beröm,NN.NEU.PLU.IND.NOM,|beröm|,|beröm..nn.1|,|beröm..1:-1.000|,|,|,positive,OO,1,egna meningar
37,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,RA,1,egna meningar
37,chefen,NN.UTR.SIN.DEF.NOM,|chef|,|chef..nn.1|,|chef..1:-1.000|,|,|,neutral,PA,1,egna meningar
37,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,TA,1,egna meningar
37,.,MAD,|,|,|,|,|,,IP,1,egna meningar
38,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
38,vann,VB.PRT.AKT,|vinna|,|vinna..vb.1|,|vinna..1:0.599|vinna..2:0.401|,|,|,positive,ROOT,1,egna meningar
38,första,RO.NOM,|,|,|,|,|,,DT,1,egna meningar
38,pris,NN.NEU.SIN.IND.NOM,|pris|,|pris..nn.1|pris..nn.2|,|pris..1:0.582|pris..2:0.265|pris..3:0.154|,|,|,neutral,OO,1,egna meningar
38,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,ET,1,egna meningar
38,den,DT.UTR.SIN.DEF,|en|den|,|en..al.1|den..pn.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|,|,|,,DT,1,egna meningar
38,lokala,JJ.POS.UTR+NEU.SIN.DEF.NOM,|lokal|,|lokal..av.1|,|lokal..2:-1.000|,|lo..nn.1+kal..av.1:6.916e-14|,|lo+kala|,neutral,AT,1,egna meningar
38,fototävlingen,NN.UTR.SIN.DEF.NOM,|fototävling|,|,|,|foto..nn.1+tävling..nn.1:1.026e-10|,|foto+tävlingen|,,PA,1,egna meningar
38,!,MAD,|,|,|,|,|,,IU,1,egna meningar
39,Min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,1,egna meningar
39,trädgård,NN.UTR.SIN.IND.NOM,|trädgård|,|trädgård..nn.1|,|trädgård..1:-1.000|,|träd..nn.1+gård..nn.2:5.873e-11|träd..nn.1+gård..nn.1:5.873e-11|träda..nn.1+gård..nn.1:5.873e-11|träda..nn.1+gård..nn.2:5.873e-11|trä..vb.1+gård..nn.1:1.196e-20|träda..vb.1+gård..nn.1:1.196e-20|träda..vb.2+gård..nn.1:1.196e-20|träda..vb.1+gård..nn.2:1.196e-20|träda..vb.2+gård..nn.2:1.196e-20|trä..vb.1+gård..nn.2:1.196e-20|,|träd+gård|,neutral,SS,1,egna meningar
39,blomstrar,VB.PRS.AKT,|blomstra|,|blomstra..vb.1|,|blomstra..1:-1.000|,|,|,,MS,1,egna meningar
39,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,ROOT,1,egna meningar
39,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,SS,1,egna meningar
39,känns,VB.PRS.SFO,|känna|kännas|,|känna..vb.1|känna..vb.2|kännas..vb.1|,|kännas..1:0.476|känna..1:0.260|känna..2:0.151|känna..4:0.087|känna..3:0.025|,|,|,neutral,MS,1,egna meningar
39,som,KN,|,|,|,|,|,,SP,1,egna meningar
39,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,1,egna meningar
39,litet,JJ.POS.NEU.SIN.IND.NOM,|liten|,|liten..av.1|,|liten..1:-1.000|,|,|,neutral,AT,1,egna meningar
39,paradis,NN.NEU.SIN.IND.NOM,|paradis|,|paradis..nn.1|,|paradis..1:-1.000|,|parad..nn.1+i..nn.1:3.370e-12|parad..nn.1+is..nn.1:3.370e-12|,|parad+is|,,UA,1,egna meningar
39,.,MAD,|,|,|,|,|,,IP,1,egna meningar
40,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
40,lägger,VB.PRS.AKT,|lägga|,|lägga..vb.1|,|lägga..1:0.447|lägga..3:0.321|lägga..2:0.233|,|lägga..vb.1+ge..vb.1:4.854e-12|lägg..nn.1+ge..vb.1:1.785e-12|lägg..nn.2+ge..vb.1:1.785e-12|,|lägg+ger|,neutral,ROOT,1,egna meningar
40,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,1,egna meningar
40,nycklar,NN.UTR.PLU.IND.NOM,|nyckel|,|nyckel..nn.1|,|nyckel..1:0.852|nyckel..2:0.113|nyckel..3:0.034|,|,|,,OO,1,egna meningar
40,alltid,AB,|alltid|,|alltid..ab.1|,|alltid..1:-1.000|,|,|,,TA,1,egna meningar
40,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,OA,1,egna meningar
40,samma,DT.UTR+NEU.SIN+PLU.IND,|samma|,|samma..pn.1|,|samma..1:-1.000|,|,|,,DT,1,egna meningar
40,plats,NN.UTR.SIN.IND.NOM,|plats|,|plats..nn.1|,|plats..1:0.806|plats..2:0.194|plats..3:0.000|,|,|,neutral,PA,1,egna meningar
40,.,MAD,|,|,|,|,|,,IP,1,egna meningar
41,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,SS,0,egna meningar
41,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
41,dags,NN.UTR.-.-.-,|dag|dags|,|dag..nn.1|dags..nn.1|,|dags..1:0.677|dag..1:0.293|dag..2:0.030|,|,|,neutral,SP,0,egna meningar
41,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,ET,0,egna meningar
41,årets,NN.NEU.SIN.DEF.GEN,|år|,|år..nn.1|,|år..1:-1.000|,|å..nn.2+r..nn.1:2.976e-13|,|å+rets|,neutral,DT,0,egna meningar
41,influensavaccin,NN.NEU.SIN.IND.NOM,|influensavaccin|,|,|,|influensa..nn.1+vaccin..nn.1:9.396e-12|,|influensa+vaccin|,,PA,0,egna meningar
41,snart,AB.POS,|snar|snart|,|snar..av.1|snart..ab.1|,|snart..1:0.716|snar..1:0.178|snar..2:0.106|,|,|,,TA,0,egna meningar
41,.,MAD,|,|,|,|,|,,IP,0,egna meningar
42,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
42,läser,VB.PRS.AKT,|läsa|,|läsa..vb.1|,|läsa..1:0.935|läsa..2:0.065|,|lä..nn.1+se..vb.1:1.311e-11|,|lä+ser|,neutral,ROOT,0,egna meningar
42,oftast,AB.SUV,|ofta|,|ofta..ab.1|,|ofta..1:-1.000|,|,|,,TA,0,egna meningar
42,nyheterna,NN.UTR.PLU.DEF.NOM,|nyhet|,|nyhet..nn.1|,|nyhet..1:-1.000|,|,|,positive,OO,0,egna meningar
42,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,OA,0,egna meningar
42,morgonen,NN.UTR.SIN.DEF.NOM,|morgon|,|morgon..nn.1|,|morgon..1:-1.000|,|mora..nn.1+gon..nn.1:1.371e-13|mor..nn.2+gon..nn.1:1.371e-13|mor..nn.1+gon..nn.1:1.371e-13|mora..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.2+go..nn.1+n..nn.1:2.522e-25|mor..nn.2+go..nn.2+n..nn.1:2.522e-25|mor..nn.2+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.1+nen..nn.1:2.522e-25|mora..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..av.1+n..nn.1:9.768e-27|mor..nn.2+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+nen..nn.1:9.768e-27|mor..nn.1+go..av.1+n..nn.1:9.768e-27|mor..nn.1+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+n..nn.1:9.768e-27|,|mor+gonen|mor+go+nen|,neutral,PA,0,egna meningar
42,.,MAD,|,|,|,|,|,,IP,0,egna meningar
43,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
43,funderar,VB.PRS.AKT,|fundera|,|fundera..vb.1|,|fundera..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
43,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,AA,0,egna meningar
43,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,PA,0,egna meningar
43,byta,VB.INF.AKT,|byta|,|byta..vb.1|,|byta..1:-1.000|,|by..nn.1+ta..vb.1:1.923e-10|,|by+ta|,neutral,IF,0,egna meningar
43,mobiltelefonmodell,NN.UTR.SIN.IND.NOM,|mobiltelefonmodell|,|,|,|mobiltelefon..nn.1+modell..nn.1:6.197e-11|mobil..av.1+telefon..nn.1+modell..nn.1:2.264e-16|mo..nn.1+biltelefon..nn.1+modell..nn.1:4.659e-20|mobil..nn.1+telefon..nn.1+modell..nn.1:2.998e-24|,|mobiltelefon+modell|mobil+telefon+modell|mo+biltelefon+modell|,,OO,0,egna meningar
43,.,MAD,|,|,|,|,|,,IP,0,egna meningar
44,\,NN.UTR.SIN.DEF.NOM,|,|,|,|,|,,ROOT,0,egna meningar
44,"""",PAD,|,|,|,|,|,,IR,0,egna meningar
44,I,PP,|i|i morgon|,|i..pp.1|i_morgon..abm.1|,|i..2:-1.000|i_morgon..1:-1.000|,|,|,,TA,0,egna meningar
44,morgon,NN.UTR.SIN.IND.NOM,|morgon|i morgon:3|,|morgon..nn.1|i_morgon..abm.1:3|,|morgon..1:-1.000|i_morgon..1:3:-1.000|,|mor..nn.2+gon..nn.1:9.321e-12|mora..nn.1+gon..nn.1:9.321e-12|mor..nn.1+gon..nn.1:9.321e-12|,|mor+gon|,neutral,HD,0,egna meningar
44,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,MS,0,egna meningar
44,en,DT.UTR.SIN.IND,|en|en annan|,|en..al.1|en_annan..pnm.1|,|den..1:-1.000|en..2:-1.000|en_annan..1:-1.000|,|,|,,DT,0,egna meningar
44,annan,JJ.POS.UTR.SIN.IND.NOM,|annan|en annan:6|,|annan..pn.1|en_annan..pnm.1:6|,|annan..1:-1.000|en_annan..1:6:-1.000|,|,|,,DT,0,egna meningar
44,dag,NN.UTR.SIN.IND.NOM,|dag|,|dag..nn.1|,|dag..1:0.900|dag..2:0.100|,|,|,neutral,SP,0,egna meningar
45,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,SS,0,egna meningar
45,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
45,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,0,egna meningar
45,vanlig,JJ.POS.UTR.SIN.IND.NOM,|vanlig|,|vanlig..av.1|,|vanlig..1:-1.000|,|,|,neutral,AT,0,egna meningar
45,dag,NN.UTR.SIN.IND.NOM,|dag|,|dag..nn.1|,|dag..1:0.884|dag..2:0.116|,|,|,neutral,SP,0,egna meningar
45,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,ET,0,egna meningar
45,kontoret,NN.NEU.SIN.DEF.NOM,|kontor|,|kontor..nn.1|,|kontor..1:-1.000|,|konto..nn.1+r..nn.1:8.914e-12|kont..nn.1+or..nn.1:6.595e-16|,|konto+ret|kont+oret|,neutral,PA,0,egna meningar
45,.,MAD,|,|,|,|,|,,IP,0,egna meningar
46,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
46,behöver,VB.PRS.AKT,|behöva|,|behöva..vb.1|,|behöva..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
46,köpa,VB.INF.AKT,|köpa|,|köpa..vb.1|köpa..vb.2|,|köpa..1:0.993|köpa..2:0.007|,|,|,neutral,VG,0,egna meningar
46,nya,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,neutral,AT,0,egna meningar
46,skor,NN.UTR.PLU.IND.NOM,|sko|,|sko..nn.1|,|sko..1:-1.000|,|,|,neutral,OO,0,egna meningar
46,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,OA,0,egna meningar
46,vintern,NN.UTR.SIN.DEF.NOM,|vinter|,|vinter..nn.1|,|vinter..1:-1.000|,|vina..nn.1+tern..nn.1:7.705e-12|vin..nn.1+tern..nn.1:7.705e-12|vin..nn.2+tern..nn.1:7.705e-12|vina..vb.1+tern..nn.1:5.499e-22|vina..vb.2+tern..nn.1:5.499e-22|,|vin+tern|,neutral,PA,0,egna meningar
46,.,MAD,|,|,|,|,|,,IP,0,egna meningar
47,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
47,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,neutral,ROOT,0,egna meningar
47,besöka,VB.INF.AKT,|besöka|,|besöka..vb.1|,|besöka..1:-1.000|,|,|,neutral,VG,0,egna meningar
47,biblioteket,NN.NEU.SIN.DEF.NOM,|bibliotek|,|bibliotek..nn.1|,|bibliotek..1:-1.000|,|,|,neutral,OO,0,egna meningar
47,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,OA,0,egna meningar
47,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,PA,0,egna meningar
47,låna,VB.INF.AKT,|låna|,|låna..vb.1|,|låna..1:0.988|låna..2:0.012|,|,|,neutral,IF,0,egna meningar
47,några,DT.UTR+NEU.PLU.IND,|någon|,|någon..pn.1|,|någon..1:-1.000|,|,|,,DT,0,egna meningar
47,böcker,NN.UTR.PLU.IND.NOM,|bok|,|bok..nn.1|,|bok..1:-1.000|,|,|,neutral,OO,0,egna meningar
47,.,MAD,|,|,|,|,|,,IP,0,egna meningar
48,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
48,dricker,VB.PRS.AKT,|dricka|,|dricka..vb.1|,|dricka..1:0.510|dricka..4:0.490|,|,|,neutral,ROOT,0,egna meningar
48,alltid,AB,|alltid|,|alltid..ab.1|,|alltid..1:-1.000|,|,|,,TA,0,egna meningar
48,två,RG.NOM,|två|,|två..nl.1|,|två..1:-1.000|,|,|,,DT,0,egna meningar
48,koppar,NN.UTR.PLU.IND.NOM,|kopp|,|kopp..nn.1|,|kopp..1:-1.000|,|koppa..nn.1+par..nn.1:1.648e-09|kopp..nn.1+par..nn.1:1.648e-09|koppa..vb.1+par..nn.1:3.481e-19|,|kopp+par|,,DT,0,egna meningar
48,kaffe,NN.NEU.SIN.IND.NOM,|kaffe|,|kaffe..nn.1|,|kaffe..1:-1.000|,|,|,neutral,OO,0,egna meningar
48,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,ET,0,egna meningar
48,morgonen,NN.UTR.SIN.DEF.NOM,|morgon|,|morgon..nn.1|,|morgon..1:-1.000|,|mora..nn.1+gon..nn.1:1.371e-13|mor..nn.2+gon..nn.1:1.371e-13|mor..nn.1+gon..nn.1:1.371e-13|mora..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.2+go..nn.1+n..nn.1:2.522e-25|mor..nn.2+go..nn.2+n..nn.1:2.522e-25|mor..nn.2+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.1+nen..nn.1:2.522e-25|mora..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..av.1+n..nn.1:9.768e-27|mor..nn.2+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+nen..nn.1:9.768e-27|mor..nn.1+go..av.1+n..nn.1:9.768e-27|mor..nn.1+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+n..nn.1:9.768e-27|,|mor+gonen|mor+go+nen|,neutral,PA,0,egna meningar
48,.,MAD,|,|,|,|,|,,IP,0,egna meningar
49,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,SS,0,egna meningar
49,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
49,dags,NN.UTR.-.-.-,|dag|dags|,|dag..nn.1|dags..nn.1|,|dags..1:0.721|dag..1:0.244|dag..2:0.035|,|,|,neutral,SP,0,egna meningar
49,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,ET,0,egna meningar
49,plantera,VB.INF.AKT,|plantera|,|plantera..vb.1|,|plantera..1:-1.000|,|,|,,IF,0,egna meningar
49,om,PP,|om|,|om..pp.1|,|om..1:-1.000|om..5:-1.000|,|,|,,OA,0,egna meningar
49,krukväxterna,NN.UTR.PLU.DEF.NOM,|krukväxt|,|krukväxt..nn.1|,|krukväxt..1:-1.000|,|kruka..nn.1+växt..nn.1:2.461e-15|,|kruk+växterna|,,PA,0,egna meningar
49,.,MAD,|,|,|,|,|,,IP,0,egna meningar
50,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
50,fastnade,VB.PRT.AKT,|fastna|,|fastna..vb.1|,|fastna..1:-1.000|,|,|,neutral,MS,0,egna meningar
50,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,RA,0,egna meningar
50,trafiken,NN.UTR.SIN.DEF.NOM,|trafik|,|trafik..nn.1|,|trafik..1:0.865|trafik..2:0.135|,|,|,neutral,PA,0,egna meningar
50,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,ROOT,0,egna meningar
50,kom,VB.PRT.AKT,|komma|komma för|,|komma..vb.1|komma_för..vbm.1|,|komma..3:0.632|komma..1:0.368|komma_för..1:-1.000|,|,|,positive,+F,0,egna meningar
50,för,AB,|för|komma för:06|för sent|,|för..ab.1|komma_för..vbm.1:06|för_sent..abm.1|,|försent..1:0.853|för..3:0.130|för..8:0.016|komma_för..1:06:-1.000|,|,|,,AA,0,egna meningar
50,sent,AB.POS,|sen|för sent:07|,|sen..av.1|för_sent..abm.1:07|,|sen..1:1.000|försent..1:07:0.000|,|,|,neutral,PA,0,egna meningar
50,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,RA,0,egna meningar
50,mötet,NN.NEU.SIN.DEF.NOM,|möte|,|möte..nn.1|,|möte..1:-1.000|,|,|,neutral,PA,0,egna meningar
50,.,MAD,|,|,|,|,|,,IP,0,egna meningar
51,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,FS,-1,egna meningar
51,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,-1,egna meningar
51,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,AA,-1,egna meningar
51,tråkigt,JJ.POS.NEU.SIN.IND.NOM,|tråkig|,|tråkig..av.1|,|tråkig..1:0.963|tråkig..2:0.037|,|,|,negative,SP,-1,egna meningar
51,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,ES,-1,egna meningar
51,dagarna,NN.UTR.PLU.DEF.NOM,|dag|,|dag..nn.1|,|dag..1:0.749|dag..2:0.251|,|,|,neutral,SS,-1,egna meningar
51,blir,VB.PRS.AKT,|bli|,|bli..vb.1|,|bli..1:0.785|bli..2:0.215|,|,|,neutral,UA,-1,egna meningar
51,kortare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|kort|,|kort..av.1|,|kort..1:-1.000|,|,|,neutral,SP,-1,egna meningar
51,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,OA,-1,egna meningar
51,hösten,NN.UTR.SIN.DEF.NOM,|höst|,|höst..nn.1|,|höst..1:-1.000|,|hö..nn.1+sten..nn.2:3.309e-11|hö..nn.1+sten..nn.1:3.309e-11|,|hö+sten|,neutral,PA,-1,egna meningar
51,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
52,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
52,glömde,VB.PRT.AKT,|glömma|,|glömma..vb.1|,|glömma..1:0.962|glömma..2:0.038|,|,|,neutral,MS,-1,egna meningar
52,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,-1,egna meningar
52,paraply,NN.NEU.SIN.IND.NOM,|paraply|,|paraply..nn.1|,|paraply..1:-1.000|,|par..nn.1+apa..nn.1+ly..nn.1:2.232e-18|para..vb.1+apa..nn.1+ly..nn.1:5.784e-29|,|par+ap+ly|,,OO,-1,egna meningar
52,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,ROOT,-1,egna meningar
52,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..2:0.550|bli..1:0.450|,|,|,neutral,+F,-1,egna meningar
52,genomblöt,JJ.POS.UTR.SIN.IND.NOM,|genomblöt|,|genomblöt..av.1|,|genomblöt..1:-1.000|,|genom..nn.1+blöt..av.1:2.122e-20|gen..nn.1+om..ab.1+blöt..av.1:3.377e-18|gen..av.1+om..ab.1+blöt..av.1:3.182e-26|gena..vb.1+om..ab.1+blöt..av.1:6.370e-27|gen..nn.1+om..nn.1+blöt..av.1:1.740e-27|gen..av.1+om..nn.1+blöt..av.1:1.967e-35|gena..vb.1+om..nn.1+blöt..av.1:4.374e-36|,|genom+blöt|gen+om+blöt|,,SP,-1,egna meningar
52,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,RA,-1,egna meningar
