paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category
89,nya,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,4,5,AT,0,egna meningar
89,batterier,NN.NEU.PLU.IND.NOM,|batteri|,|batteri..nn.1|,|batteri..1:0.998|batteri..2:0.002|,|,|,,5,3,OO,0,egna meningar
89,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,6,3,OA,0,egna meningar
89,fjärrkontrollen,NN.UTR.SIN.DEF.NOM,|fjärrkontroll|,|fjärrkontroll..nn.1|,|fjärrkontroll..1:-1.000|,|fjärr..sxc.1+kontroll..nn.2:1.062e-12|fjärr..nn.1+kontroll..nn.1:1.062e-12|fjärr..nn.1+kontroll..nn.2:1.062e-12|fjärr..sxc.1+kontroll..nn.1:1.062e-12|fjärrkontroll..nn.1+l..nn.1:2.877e-20|fjärr..nn.1+kon..nn.1+troll..nn.1:2.011e-20|fjärr..sxc.1+kon..nn.1+troll..nn.1:2.011e-20|fjärr..sxc.1+kona..nn.1+troll..nn.1:2.011e-20|fjärr..nn.1+kona..nn.1+troll..nn.1:2.011e-20|fjärr..sxc.1+kont..nn.1+roll..nn.2:8.841e-21|fjärr..nn.1+kont..nn.1+roll..nn.2:8.841e-21|fjärr..nn.1+kont..nn.1+roll..nn.1:8.841e-21|fjärr..sxc.1+kont..nn.1+roll..nn.1:8.841e-21|fjärr..sxc.1+kontroll..nn.2+l..nn.1:2.312e-26|fjärr..sxc.1+kontroll..nn.1+l..nn.1:2.312e-26|fjärr..nn.1+kontroll..nn.2+l..nn.1:2.312e-26|fjärr..nn.1+kontroll..nn.1+l..nn.1:2.312e-26|,|fjärr+kontrollen|fjärrkontroll+len|fjärr+kon+trollen|fjärr+kont+rollen|fjärr+kontroll+len|,,7,6,PA,0,egna meningar
89,.,MAD,|,|,|,|,|,,8,2,IP,0,egna meningar
90,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,0,egna meningar
90,planerar,VB.PRS.AKT,|planera|,|planera..vb.1|,|planera..1:-1.000|,|,|,0.0,2,0,ROOT,0,egna meningar
90,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,3,2,OO,0,egna meningar
90,besöka,VB.INF.AKT,|besöka|,|besöka..vb.1|,|besöka..1:-1.000|,|,|,0.0,4,3,IF,0,egna meningar
90,biblioteket,NN.NEU.SIN.DEF.NOM,|bibliotek|,|bibliotek..nn.1|,|bibliotek..1:-1.000|,|,|,0.0,5,4,OO,0,egna meningar
90,imorgon,AB,|imorgon|,|imorgon..ab.1|,|i_morgon..1:-1.000|,|,|,,6,4,TA,0,egna meningar
90,.,MAD,|,|,|,|,|,,7,2,IP,0,egna meningar
91,Min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,DT,0,egna meningar
91,mobiltelefon,NN.UTR.SIN.IND.NOM,|mobiltelefon|,|mobiltelefon..nn.1|,|mobiltelefon..1:-1.000|,|mobil..av.1+telefon..nn.1:4.105e-11|mo..nn.1+biltelefon..nn.1:2.210e-14|mobil..nn.1+telefon..nn.1:1.422e-18|mo..nn.1+bil..nn.1+telefon..nn.1:2.407e-16|mo..nn.1+bila..nn.1+telefon..nn.1:2.407e-16|mobil..av.1+tele..sxc.1+fon..nn.1:3.116e-20|mo..nn.1+bila..vb.1+telefon..nn.1:6.958e-28|mobil..nn.1+tele..sxc.1+fon..nn.1:4.126e-28|,|mobil+telefon|mo+biltelefon|mo+bil+telefon|mobil+tele+fon|,,2,3,SS,0,egna meningar
91,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.845|ha..3:0.155|,|,|,0.0,3,0,ROOT,0,egna meningar
91,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,4,5,DT,0,egna meningar
91,uppdatering,NN.UTR.SIN.IND.NOM,|uppdatering|,|uppdatering..nn.1|,|uppdatering..1:-1.000|,|upp..ab.1+datering..nn.1:1.714e-11|upp..ab.1+date..nn.1+ring..nn.2:1.230e-15|upp..ab.1+date..nn.1+ring..nn.1:1.230e-15|,|upp+datering|upp+date+ring|,,5,3,OO,0,egna meningar
91,som,HP.-.-.-,|,|,|,|,|,,6,7,SS,0,egna meningar
91,behöver,VB.PRS.AKT,|behöva|,|behöva..vb.1|,|behöva..1:-1.000|,|,|,0.0,7,5,ET,0,egna meningar
91,installeras,VB.INF.SFO,|installera|,|installera..vb.1|,|installera..2:0.657|installera..1:0.343|,|,|,,8,7,VG,0,egna meningar
91,.,MAD,|,|,|,|,|,,9,3,IP,0,egna meningar
92,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,0,egna meningar
92,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,0.0,2,0,ROOT,0,egna meningar
92,lämna,VB.INF.AKT,|lämna|lämna tillbaka|,|lämna..vb.1|lämna_tillbaka..vbm.1|,|lämna..2:0.520|lämna..1:0.480|lämna_tillbaka..1:-1.000|,|,|,0.0,3,2,VG,0,egna meningar
92,tillbaka,PL,|tillbaka|lämna tillbaka:03|,|tillbaka..ab.1|lämna_tillbaka..vbm.1:03|,|tillbaka..1:-1.000|lämna_tillbaka..1:03:-1.000|,|,|,,4,3,PL,0,egna meningar
92,böckerna,NN.UTR.PLU.DEF.NOM,|bok|,|bok..nn.1|,|bok..1:-1.000|,|,|,0.0,5,3,OO,0,egna meningar
92,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,6,3,OP,0,egna meningar
92,biblioteket,NN.NEU.SIN.DEF.NOM,|bibliotek|,|bibliotek..nn.1|,|bibliotek..1:-1.000|,|,|,0.0,7,6,HD,0,egna meningar
92,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,8,3,TA,0,egna meningar
92,vägen,NN.UTR.SIN.DEF.NOM,|väg|,|väg..nn.1|,|väg..2:0.902|väg..1:0.098|,|,|,0.0,9,8,HD,0,egna meningar
92,hem,AB,|hem|,|hem..ab.1|,|hem..2:-1.000|,|,|,,10,8,HD,0,egna meningar
92,.,MAD,|,|,|,|,|,,11,2,IP,0,egna meningar
93,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,FS,0,egna meningar
93,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,0,egna meningar
93,vanligt,JJ.POS.NEU.SIN.IND.NOM,|vanlig|,|vanlig..av.1|,|vanlig..1:-1.000|,|,|,0.0,3,2,SP,0,egna meningar
93,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,2,ES,0,egna meningar
93,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,5,6,SS,0,egna meningar
93,regnar,VB.PRS.AKT,|regna|,|regna..vb.1|,|regna..1:0.956|regna..2:0.044|,|,|,,6,4,UA,0,egna meningar
93,mycket,AB.POS,|mycket|,|mycket..ab.1|,|mycket..1:0.953|mycket..2:0.047|,|,|,,7,8,CA,0,egna meningar
93,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,8,6,TA,0,egna meningar
93,april,NN.UTR.SIN.IND.NOM,|april|,|april..nn.1|,|april..1:-1.000|,|,|,0.0,9,8,PA,0,egna meningar
93,.,MAD,|,|,|,|,|,,10,2,IP,0,egna meningar
94,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,0,egna meningar
94,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.825|ha..3:0.175|,|,|,0.0,2,0,ROOT,0,egna meningar
94,tänkt,VB.SUP.AKT,|tänka|,|tänka..vb.1|,|tänka..1:-1.000|,|,|,0.0,3,2,VG,0,egna meningar
94,börja,VB.INF.AKT,|börja|,|börja..vb.1|börja..vb.2|,|börja..2:0.708|börja..1:0.292|,|,|,0.0,4,3,VG,0,egna meningar
94,lära,VB.INF.AKT,|lära|lära sig|,|lära..vb.1|lära_sig..vbm.1|,|lära..3:0.787|lära..1:0.213|lära_sig..1:-1.000|,|,|,0.0,5,4,OO,0,egna meningar
94,mig,PN.UTR.SIN.DEF.OBJ,|jag|lära sig:05|,|jag..pn.1|lära_sig..vbm.1:05|,|jag..1:-1.000|lära_sig..1:05:-1.000|,|,|,,6,5,IO,0,egna meningar
94,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,7,9,DT,0,egna meningar
94,nytt,JJ.POS.NEU.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,8,9,AT,0,egna meningar
94,språk,NN.NEU.SIN.IND.NOM,|språk|,|språk..nn.1|,|språk..1:-1.000|,|,|,0.0,9,5,OO,0,egna meningar
94,.,MAD,|,|,|,|,|,,10,2,IP,0,egna meningar
95,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,0,egna meningar
95,brukar,VB.PRS.AKT,|bruka|,|bruka..vb.1|,|bruka..2:0.730|bruka..3:0.167|bruka..1:0.102|,|,|,0.0,2,0,ROOT,0,egna meningar
95,ta,VB.INF.AKT,|ta|,|ta..vb.1|,|ta..2:0.496|ta..1:0.292|ta..3:0.162|ta..4:0.051|,|,|,0.0,3,2,OO,0,egna meningar
95,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,4,5,DT,0,egna meningar
95,promenad,NN.UTR.SIN.IND.NOM,|promenad|,|promenad..nn.1|,|promenad..1:-1.000|,|,|,,5,3,OO,0,egna meningar
95,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,6,5,ET,0,egna meningar
95,lunchen,NN.UTR.SIN.DEF.NOM,|lunch|,|lunch..nn.1|,|lunch..1:-1.000|,|,|,,7,6,PA,0,egna meningar
95,.,MAD,|,|,|,|,|,,8,2,IP,0,egna meningar
96,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,0,egna meningar
96,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,0.0,2,0,ROOT,0,egna meningar
96,kolla,VB.INF.AKT,|kolla|,|kolla..vb.1|kolla..vb.2|,|kolla..2:0.890|kolla..1:0.110|,|koll..nn.2+lägga..vb.1:4.338e-11|koll..nn.1+lägga..vb.1:4.338e-11|kol..nn.1+lägga..vb.1:2.924e-12|kola_2..vb.1+lägga..vb.1:2.273e-21|kola..vb.1+lägga..vb.1:2.273e-21|,|koll+la|kol+la|,,3,2,VG,0,egna meningar
96,vädret,NN.NEU.SIN.DEF.NOM,|väder|,|väder..nn.1|,|väder..1:0.868|väder..2:0.081|väder..3:0.052|,|,|,0.0,4,3,OO,0,egna meningar
96,inför,PP,|inför|,|inför..pp.1|,|inför..1:-1.000|,|,|,,5,4,ET,0,egna meningar
96,helgen,NN.UTR.SIN.DEF.NOM,|helg|,|helg..nn.1|,|helg..1:-1.000|,|hel..av.1+gen..nn.1:3.432e-11|hela..nn.1+gen..nn.1:2.184e-13|hela..vb.1+gen..nn.1:7.208e-21|,|hel+gen|,0.0,6,5,PA,0,egna meningar
96,.,MAD,|,|,|,|,|,,7,2,IP,0,egna meningar
97,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,0,egna meningar
97,funderar,VB.PRS.AKT,|fundera|,|fundera..vb.1|,|fundera..1:-1.000|,|,|,0.0,2,0,ROOT,0,egna meningar
97,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,3,2,AA,0,egna meningar
97,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,3,PA,0,egna meningar
97,börja,VB.INF.AKT,|börja|,|börja..vb.1|börja..vb.2|,|börja..2:0.768|börja..1:0.232|,|,|,0.0,5,4,IF,0,egna meningar
97,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,6,5,OA,0,egna meningar
97,yoga,NN.UTR.SIN.IND.NOM,|yoga|,|yoga..nn.1|,|yoga..1:-1.000|,|,|,,7,6,PA,0,egna meningar
97,.,MAD,|,|,|,|,|,,8,2,IP,0,egna meningar
98,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,0,egna meningar
98,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,0,egna meningar
98,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,3,5,DT,0,egna meningar
98,ny,JJ.POS.UTR.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,4,5,AT,0,egna meningar
98,kafé,NN.NEU.SIN.IND.NOM,|kafé|,|kafé..nn.1|,|kafé..1:-1.000|,|,|,,5,2,SP,0,egna meningar
98,som,HP.-.-.-,|,|,|,|,|,,6,7,SS,0,egna meningar
98,öppnat,VB.SUP.AKT,|öppna|,|öppna..vb.1|,|öppna..1:0.822|öppna..2:0.178|,|,|,0.0,7,5,ET,0,egna meningar
98,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,8,7,RA,0,egna meningar
98,grannskapet,NN.NEU.SIN.DEF.NOM,|grannskap|,|grannskap..nn.1|,|grannskap..1:-1.000|,|grann..nn.1+skap..nn.1:1.311e-12|granne..nn.1+skap..nn.1:1.311e-12|grann..av.1+skap..nn.1:4.873e-15|,|grann+skapet|grann+ska+pet|,,9,8,PA,0,egna meningar
98,.,MAD,|,|,|,|,|,,10,2,IP,0,egna meningar
99,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,0,egna meningar
99,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,0.0,2,0,ROOT,0,egna meningar
99,ordna,VB.INF.AKT,|ordna|,|ordna..vb.1|,|ordna..1:0.884|ordna..2:0.116|,|,|,0.0,3,2,VG,0,egna meningar
99,med,PL,|med|,|med..ab.1|,|med..4:-1.000|,|,|,,4,3,PL,0,egna meningar
99,försäkringen,NN.UTR.SIN.DEF.NOM,|försäkring|,|försäkring..nn.1|,|försäkring..1:-1.000|,|föra..vb.1+säkring..nn.1:7.466e-14|för..nn.1+säkring..nn.1:1.555e-16|,|för+säkringen|,0.0,5,3,OO,0,egna meningar
99,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,6,5,ET,0,egna meningar
99,bilen,NN.UTR.SIN.DEF.NOM,|bil|,|bil..nn.1|,|bil..1:-1.000|,|bi..nn.1+l..nn.1:9.238e-20|bi..av.1+l..nn.1:2.855e-28|,|bi+len|,0.0,7,6,PA,0,egna meningar
99,.,MAD,|,|,|,|,|,,8,2,IP,0,egna meningar
100,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,0,egna meningar
100,tänker,VB.PRS.AKT,|tänka|,|tänka..vb.1|,|tänka..1:-1.000|,|,|,0.0,2,0,ROOT,0,egna meningar
100,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,3,2,OA,0,egna meningar
100,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,3,PA,0,egna meningar
100,byta,VB.INF.AKT,|byta|,|byta..vb.1|,|byta..1:-1.000|,|by..nn.1+ta..vb.1:1.923e-10|,|by+ta|,0.0,5,4,IF,0,egna meningar
100,jobb,NN.NEU.SIN.IND.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.978|jobb..2:0.022|,|,|,0.0,6,5,OO,0,egna meningar
100,nästa,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|nästa|,|nästa..av.1|,|nästa..1:-1.000|,|,|,0.0,7,8,DT,0,egna meningar
100,år,NN.NEU.SIN.IND.NOM,|år|,|år..nn.1|,|år..1:-1.000|,|,|,0.0,8,5,TA,0,egna meningar
100,.,MAD,|,|,|,|,|,,9,2,IP,0,egna meningar
101,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
101,missade,VB.PRT.AKT,|missa|,|missa..vb.1|,|missa..1:-1.000|,|misse..nn.1+säga..vb.1:7.056e-12|miss..nn.1+säga..vb.1:7.056e-12|miss..nn.2+säga..vb.1:7.056e-12|missa..vb.1+säga..vb.1:3.376e-21|,|miss+sade|,-1.0,2,4,MS,-1,egna meningar
101,bussen,NN.UTR.SIN.DEF.NOM,|buss|,|buss..nn.1|,|buss..1:0.992|buss..2:0.004|buss..3:0.004|,|buss..nn.1+s..nn.1:8.535e-19|buse..nn.1+s..nn.1:2.049e-19|bus..nn.1+s..nn.1:2.049e-19|buss..av.1+s..nn.1:2.855e-28|busa..vb.1+s..nn.1:1.087e-28|bussa..vb.1+s..nn.1:1.087e-28|,|buss+sen|bus+sen|,0.0,3,2,OO,-1,egna meningar
101,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,4,0,ROOT,-1,egna meningar
101,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,0.0,5,4,+F,-1,egna meningar
101,vänta,VB.INF.AKT,|vänta|,|vänta..vb.1|,|vänta..1:0.994|vänta..2:0.006|,|vän..nn.1+ta..vb.1:8.584e-10|vän..av.1+ta..vb.1:7.377e-12|,|vän+ta|,0.0,6,5,VG,-1,egna meningar
101,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,7,6,OA,-1,egna meningar
101,nästa,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|nästa|,|nästa..av.1|,|nästa..1:-1.000|,|,|,0.0,8,7,PA,-1,egna meningar
101,.,MAD,|,|,|,|,|,,9,4,IP,-1,egna meningar
102,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,egna meningar
102,regnar,VB.PRS.AKT,|regna|,|regna..vb.1|,|regna..1:0.943|regna..2:0.057|,|,|,,2,5,MS,-1,egna meningar
102,igen,PL,|igen|,|igen..ab.1|igen..ab.2|,|igen..1:0.962|igen..2:0.038|,|,|,,3,2,PL,-1,egna meningar
102,",",MID,|,|,|,|,|,,4,2,IK,-1,egna meningar
102,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,5,0,ROOT,-1,egna meningar
102,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,SS,-1,egna meningar
102,glömde,VB.PRT.AKT,|glömma|,|glömma..vb.1|,|glömma..1:0.989|glömma..2:0.011|,|,|,0.0,7,5,MS,-1,egna meningar
102,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,8,9,DT,-1,egna meningar
102,paraply,NN.NEU.SIN.IND.NOM,|paraply|,|paraply..nn.1|,|paraply..1:-1.000|,|par..nn.1+apa..nn.1+ly..nn.1:2.232e-18|para..vb.1+apa..nn.1+ly..nn.1:5.784e-29|,|par+ap+ly|,,9,7,OO,-1,egna meningar
102,.,MAD,|,|,|,|,|,,10,5,IP,-1,egna meningar
103,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
103,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..1:0.464|känna..2:0.412|känna..4:0.097|känna..3:0.027|känna_sig..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
103,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,3,2,OO,-1,egna meningar
103,stressad,PC.PRF.UTR.SIN.IND.NOM,|stressad|,|stressad..av.1|,|stressad..1:-1.000|,|,|,-1.0,4,2,OP,-1,egna meningar
103,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,5,2,OA,-1,egna meningar
103,allt,DT.NEU.SIN.IND+DEF,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,6,7,DT,-1,egna meningar
103,arbete,NN.NEU.SIN.IND.NOM,|arbete|,|arbete..nn.1|,|arbete..1:0.716|arbete..2:0.284|,|ar..nn.1+bete..nn.2:5.704e-11|ar..nn.1+bete..nn.1:5.704e-11|,|ar+bete|,0.0,7,5,PA,-1,egna meningar
103,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,8,9,SS,-1,egna meningar
103,har,VB.PRS.AKT,|ha|ha att göra|,|ha..vb.1|ha_att_göra..vbm.1|,|ha..1:0.788|ha..3:0.212|ha_att_göra..1:-1.000|ha_att_göra..2:-1.000|,|,|,0.0,9,7,ET,-1,egna meningar
103,att,IE,|att|ha att göra:09|,|att..sn.1|ha_att_göra..vbm.1:09|,|att..1:-1.000|ha_att_göra..1:09:-1.000|ha_att_göra..2:09:-1.000|,|,|,,10,9,OO,-1,egna meningar
103,göra,VB.INF.AKT,|göra|ha att göra:09|,|göra..vb.1|ha_att_göra..vbm.1:09|,|göra..1:0.806|göra..2:0.136|göra..3:0.059|ha_att_göra..1:09:-1.000|ha_att_göra..2:09:-1.000|,|,|,0.0,11,10,IF,-1,egna meningar
103,.,MAD,|,|,|,|,|,,12,2,IP,-1,egna meningar
104,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
104,råkade,VB.PRT.AKT,|råka|,|råka..vb.1|,|råka..2:0.563|råka..1:0.437|,|,|,0.0,2,7,MS,-1,egna meningar
104,tappa,VB.INF.AKT,|tappa|,|tappa..vb.1|,|tappa..1:0.655|tappa..3:0.322|tappa..2:0.023|,|,|,-1.0,3,2,VG,-1,egna meningar
104,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,4,5,DT,-1,egna meningar
104,telefon,NN.UTR.SIN.IND.NOM,|telefon|,|telefon..nn.1|,|telefon..1:-1.000|,|tele..sxc.1+fon..nn.1:6.604e-14|te..nn.1+le..vb.1+fon..nn.1:1.521e-21|te..nn.1+le..av.1+fon..nn.1:1.436e-28|,|tele+fon|te+le+fon|,0.0,5,3,OO,-1,egna meningar
104,",",MID,|,|,|,|,|,,6,7,IK,-1,egna meningar
104,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,7,0,ROOT,-1,egna meningar
104,nu,AB,|nu|,|nu..ab.1|,|nu..1:-1.000|,|,|,,8,9,TA,-1,egna meningar
104,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,9,7,MS,-1,egna meningar
104,skärmen,NN.UTR.SIN.DEF.NOM,|skärm|,|skärm..nn.1|,|skärm..2:0.724|skärm..1:0.276|,|skär..nn.1+men..nn.2:2.786e-12|skär..nn.1+m..nn.1:2.786e-12|skära..nn.1+m..nn.1:2.786e-12|skär..nn.1+men..nn.1:2.786e-12|skära..nn.1+men..nn.2:2.786e-12|skära..nn.1+men..nn.1:2.786e-12|skära..vb.1+men..nn.1:1.235e-12|skära..vb.1+men..nn.2:1.235e-12|skära..vb.2+men..nn.1:1.235e-12|skära..vb.2+men..nn.2:1.235e-12|skära..vb.1+m..nn.1:1.235e-12|skära..vb.2+m..nn.1:1.235e-12|skär..av.1+men..nn.1:1.190e-12|skär..av.1+men..nn.2:1.190e-12|skär..av.1+m..nn.1:1.190e-12|,|skär+men|,,10,9,SS,-1,egna meningar
104,sprucken,PC.PRF.UTR.SIN.IND.NOM,|spricka|sprucken|,|spricka..vb.1|sprucken..av.1|,|spricka..1:1.000|sprucken..1:0.000|,|,|,,11,9,SP,-1,egna meningar
104,.,MAD,|,|,|,|,|,,12,7,IP,-1,egna meningar
105,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
105,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
105,besviken,JJ.POS.UTR.SIN.IND.NOM,|besviken|,|besviken..av.1|,|besviken..1:-1.000|,|,|,-1.0,3,2,SP,-1,egna meningar
105,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,4,2,OA,-1,egna meningar
105,hur,HA,|hur|,|hur..ab.1|,|hur..1:-1.000|,|,|,,5,7,AA,-1,egna meningar
105,filmen,NN.UTR.SIN.DEF.NOM,|film|,|film..nn.1|,|film..1:0.630|film..2:0.289|film..3:0.081|,|fil..nn.2+men..nn.2:3.986e-11|fil..nn.1+men..nn.2:3.986e-11|fil..nn.1+m..nn.1:3.986e-11|fil..nn.2+m..nn.1:3.986e-11|fil..nn.1+men..nn.1:3.986e-11|fil..nn.3+m..nn.1:3.986e-11|fil..nn.3+men..nn.2:3.986e-11|fil..nn.3+men..nn.1:3.986e-11|fil..nn.2+men..nn.1:3.986e-11|fila..vb.1+men..nn.1:1.027e-20|fila..vb.1+m..nn.1:1.027e-20|fila..vb.1+men..nn.2:1.027e-20|,|fil+men|,0.0,6,7,SS,-1,egna meningar
105,slutade,VB.PRT.AKT,|sluta|,|sluta..vb.1|sluta..vb.2|,|sluta..5:0.675|sluta..1:0.325|,|,|,0.0,7,4,PA,-1,egna meningar
105,.,MAD,|,|,|,|,|,,8,2,IP,-1,egna meningar
106,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar
106,vaknade,VB.PRT.AKT,|vakna|,|vakna..vb.1|,|vakna..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
106,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,3,2,+A,-1,egna meningar
106,huvudvärk,NN.UTR.SIN.IND.NOM,|huvudvärk|,|huvudvärk..nn.1|,|huvudvärk..1:-1.000|,|huvud..nn.1+värk..nn.1:4.048e-10|,|huvud+värk|,,4,3,HD,-1,egna meningar
106,denna,DT.UTR.SIN.DEF,|denna|,|denna..pn.1|,|denna..1:-1.000|,|,|,,5,6,DT,-1,egna meningar
106,morgon,NN.UTR.SIN.IND.NOM,|morgon|,|morgon..nn.1|,|morgon..1:-1.000|,|mor..nn.2+gon..nn.1:9.321e-12|mora..nn.1+gon..nn.1:9.321e-12|mor..nn.1+gon..nn.1:9.321e-12|,|mor+gon|,0.0,6,2,OO,-1,egna meningar
106,.,MAD,|,|,|,|,|,,7,2,IP,-1,egna meningar
107,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,egna meningar
107,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar
107,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,3,5,DT,-1,egna meningar
